586 ; 6 9 6 9 6 3 ; 92 95 72 64 39 20 0 
587 ; 6 6 3 6 9 3 15 ; 82 76 49 27 6 
588 ; 6 6 0 6 12 6 12 ; 92 89 60 35 13 0 
589 ; 6 3 6 15 9 12 0 ; 72 44 21 6 0 
590 ; 3 0 3 12 9 3 15 0 ; 84 53 30 13 6 
591 ; 0 0 15 9 3 12 3 ; 96 62 39 20 13 
592 ; 6 3 9 6 15 ; 72 49 28 21 0 
593 ; 6 3 9 9 12 0 ; 83 60 37 29 6 
594 ; 6 3 6 12 9 3 ; 95 72 47 37 12 
595 ; 3 6 6 15 6 6 0 ; 85 57 45 19 0 
596 ; 0 6 6 3 6 3 ; 98 67 54 26 6 0 
597 ; 6 3 0 8 6 0 ; 78 64 34 13 6 0 
598 ; 6 0 11 9 3 15 ; 89 75 42 21 13 6 0 
599 ; 8 14 12 6 12 15 0 ; 86 51 30 21 13 6 
600 ; 11 15 8 9 12 3 15 ; 97 61 40 29 20 13 0 
601 ; 14 11 9 12 3 12 0 ; 72 50 37 28 20 6 0 
602 ; 14 6 12 6 9 3 ; 84 61 46 37 27 13 6 
603 ; 3 9 9 9 3 0 ; 97 73 55 46 35 21 13 
604 ; 0 6 12 6 3 3 15 ; 85 65 55 44 30 21 0 
605 ; 3 15 3 4 6 12 15 ; 97 76 64 54 39 29 5 0 
606 ; 0 0 7 6 9 12 0 ; 88 74 65 48 38 11 5 0 
607 ; 7 6 6 12 3 15 ; 85 77 58 48 18 11 6 
608 ; 10 9 6 12 6 12 15 0 ; 97 89 69 58 25 17 12 0 
609 ; 13 12 6 12 6 12 12 3 0 ; 80 69 32 23 19 6 
610 ; 15 6 12 9 12 12 3 3 15 ; 92 80 39 30 27 13 0 
611 ; 3 12 12 12 12 6 3 12 ; 91 47 38 35 21 6 
612 ; 0 12 15 12 12 9 6 9 ; 55 46 43 29 13 
613 ; 12 12 12 12 6 6 15 0 ; 64 55 52 38 21 
614 ; 12 9 12 15 9 3 12 3 ; 74 65 62 48 30 0 
615 ; 9 6 12 12 0 9 6 15 0 ; 84 76 73 59 39 5 0 
616 ; 9 3 9 15 6 9 12 3 15 0 ; 94 88 84 71 48 11 6 0 
617 ; 6 0 9 3 12 9 6 12 3 0 ; 95 83 57 17 13 5 0 
618 ; 6 9 0 15 9 9 9 6 3 0 ; 94 67 24 21 11 6 0 
619 ; 6 5 9 12 9 9 4 3 0 ; 77 32 30 18 13 5 
620 ; 6 2 9 15 9 12 7 3 3 ; 88 41 30 26 21 11 0 
621 ; 6 6 9 15 10 3 3 ; 99 51 30 34 29 17 6 
622 ; 6 6 9 13 3 3 15 ; 62 30 43 38 24 13 
623 ; 6 6 9 3 3 12 0 ; 74 30 53 48 32 21 0 
624 ; 6 6 9 3 3 12 3 ; 86 40 64 58 41 29 6 0 
625 ; 6 6 6 3 3 12 6 15 ; 98 50 76 68 51 38 13 5 0 
626 ; 6 6 3 3 3 9 9 12 15 0 ; 61 89 78 62 48 21 10 5 
627 ; 3 3 0 3 6 6 9 12 12 3 15 ; 72 89 74 58 30 15 10 
628 ; 0 0 6 9 3 12 9 12 6 12 15 ; 84 86 69 39 21 16 0 
629 ; 9 9 0 15 6 12 6 9 12 0 ; 97 97 81 49 27 16 6 0 
630 ; 9 12 3 12 6 6 12 3 0 ; 93 60 34 23 13 6 
631 ; 12 15 0 12 9 6 12 3 3 ; 72 42 30 20 13 0 
632 ; 15 9 9 6 9 3 6 0 ; 83 51 38 28 20 6 0 
633 ; 6 12 3 6 3 9 3 ; 95 61 46 37 27 13 5 0 
634 ; 6 15 0 6 3 12 3 15 0 ; 72 55 47 35 21 10 6 0 
635 ; 6 6 3 15 3 12 3 0 ; 84 65 57 44 29 16 6 5 0 
636 ; 6 6 3 3 12 6 3 0 ; 97 76 68 54 38 23 12 11 5 
637 ; 6 6 6 6 12 6 3 3 0 ; 88 80 65 48 31 19 18 11 0 
638 ; 6 6 6 6 12 6 3 4 3 15 0 ; 93 77 59 40 27 25 18 5 0 
639 ; 3 3 9 9 12 6 3 7 6 12 3 0 ; 89 70 49 36 33 26 11 6 0 
640 ; 0 0 12 9 12 8 3 7 6 9 6 3 0 ; 82 58 45 42 35 18 13 6 0 
641 ; 15 9 12 8 3 7 9 6 9 6 3 0 ; 94 67 54 51 42 26 21 12 6 
642 ; 9 12 8 3 10 10 3 9 9 3 3 0 ; 76 63 61 50 35 30 19 13 0 
643 ; 9 12 8 6 13 13 0 9 9 3 6 3 ; 86 73 61 50 45 40 26 21 6 
644 ; 12 9 11 6 10 9 6 9 3 15 ; 97 83 72 59 55 40 34 29 13 
645 ; 15 6 14 9 13 9 9 12 3 12 0 ; 93 84 69 65 51 43 38 21 0 
646 ; 6 12 12 12 15 6 9 3 ; 97 80 76 63 53 48 30 5 
647 ; 6 15 15 15 9 6 6 0 ; 92 88 76 64 58 39 10 
648 ; 6 9 3 6 3 15 ; 90 76 68 49 16 0 
649 ; 6 10 0 9 3 12 15 ; 89 79 60 23 6 
650 ; 3 13 9 6 9 12 15 0 ; 91 72 31 13 0 
651 ; 0 10 9 6 9 12 3 ; 85 40 20 6 
652 ; 13 12 6 9 9 6 15 0 ; 99 49 28 12 
653 ; 15 3 6 6 6 12 3 0 ; 58 37 19 0 
654 ; 0 3 3 6 12 6 3 15 0 ; 68 46 27 5 0 
655 ; 0 0 6 12 9 6 12 3 0 ; 78 56 36 11 6 0 
656 ; 6 12 9 9 12 6 3 0 ; 89 67 46 17 12 6 0 
657 ; 9 12 10 9 9 9 6 3 15 ; 79 57 24 19 12 6 
658 ; 9 12 13 9 6 12 9 6 12 0 ; 92 69 31 27 18 13 0 
659 ; 9 12 9 3 15 12 9 12 3 ; 81 39 35 25 21 6 0 
660 ; 12 12 12 0 15 12 12 3 0 ; 93 48 44 32 30 13 6 0 
661 ; 15 12 15 15 12 3 3 ; 58 53 40 39 21 13 6 0 
662 ; 12 12 3 3 ; 68 63 49 49 30 21 12 5 0 
663 ; 12 9 3 6 0 ; 79 74 59 60 39 30 19 10 6 0 
664 ; 12 6 6 9 3 15 0 ; 90 86 70 72 49 40 26 16 13 6 
665 ; 12 3 6 12 6 12 3 15 ; 98 81 84 60 51 34 23 20 13 0 
666 ; 12 0 6 15 8 12 3 12 15 0 ; 93 95 72 62 43 31 28 21 5 0 
667 ; 12 9 8 12 3 12 12 3 15 0 ; 84 73 52 39 37 30 11 5 0 
668 ; 12 10 11 12 6 12 12 6 12 3 ; 97 85 62 48 46 40 18 11 5 
669 ; 12 13 14 12 9 12 12 9 12 3 0 ; 98 73 57 56 50 26 17 11 0 
670 ; 9 9 12 12 12 12 9 3 3 15 0 ; 85 66 66 61 35 24 18 6 
671 ; 9 9 15 9 9 15 6 6 3 12 3 0 ; 96 76 77 72 45 31 26 12 0 
672 ; 9 9 9 9 3 9 3 9 3 3 0 ; 87 88 83 56 39 35 19 6 0 
673 ; 9 9 9 9 0 12 3 9 3 3 3 ; 99 95 68 48 35 26 13 6 0 
674 ; 6 9 9 9 15 6 9 3 6 3 0 ; 81 58 44 34 21 13 6 0 
675 ; 6 6 6 6 9 6 3 9 4 3 15 ; 95 68 54 43 29 21 13 5 
676 ; 6 6 6 6 12 3 3 12 4 6 12 15 ; 79 54 43 38 29 21 11 
677 ; 3 3 3 3 15 0 3 15 7 6 12 12 15 ; 91 54 43 48 37 30 17 0 
678 ; 0 0 0 0 3 7 6 12 9 12 ; 65 53 59 46 39 24 6 
679 ; 6 7 8 12 9 12 0 ; 77 64 71 55 49 31 13 
680 ; 6 7 8 12 6 12 3 15 0 ; 89 75 84 65 60 39 21 0 
681 ; 9 10 8 9 3 12 6 12 3 ; 86 98 76 72 47 29 5 0 
682 ; 9 13 11 6 0 12 6 12 3 15 ; 98 88 84 56 37 11 6 
683 ; 9 14 3 12 9 12 6 12 15 0 ; 97 65 46 17 13 0 
684 ; 9 0 12 9 12 9 9 12 3 15 ; 74 55 23 21 6 0 
685 ; 9 12 9 12 10 6 9 6 12 15 ; 83 65 29 21 13 5 
686 ; 12 9 9 9 13 3 6 9 12 12 ; 93 75 36 30 21 11 0 
687 ; 15 6 9 6 0 6 12 12 12 0 ; 86 44 40 29 18 5 
688 ; 3 9 6 6 15 9 12 3 15 0 ; 97 53 51 37 26 10 
689 ; 0 9 6 3 6 12 6 12 3 15 ; 63 62 45 35 16 0 
690 ; 9 6 0 3 12 9 9 6 12 ; 74 74 54 44 23 6 
691 ; 9 3 0 12 12 6 9 12 ; 86 85 64 53 31 12 0 
692 ; 9 0 12 15 6 12 9 15 0 ; 98 97 74 63 40 19 6 0 
693 ; 12 12 3 15 9 12 3 0 ; 85 74 49 27 12 6 
694 ; 15 9 0 6 12 6 3 ; 96 86 59 36 19 13 
695 ; 6 3 12 6 6 15 0 ; 98 69 46 27 21 0 
696 ; 6 0 12 6 9 12 3 ; 80 56 36 29 6 
697 ; 3 12 6 12 12 3 0 ; 92 67 46 38 13 0 
698 ; 0 9 9 15 12 3 3 15 ; 79 56 48 21 6 0 
699 ; 6 12 12 3 3 12 15 0 ; 92 66 58 30 12 6 
700 ; 3 15 12 3 6 9 12 3 0 ; 77 69 39 19 13 0 
701 ; 0 9 6 6 6 12 6 3 15 ; 88 81 48 26 21 6 
702 ; 6 9 9 3 12 9 6 12 15 ; 94 58 34 30 12 0 
703 ; 3 9 12 0 12 9 6 9 12 15 ; 69 43 39 19 6 0 
704 ; 0 12 15 12 12 9 6 9 12 15 ; 81 53 49 27 13 6 0 
705 ; 15 9 15 12 6 6 9 12 ; 94 64 60 36 21 12 5 
706 ; 9 15 3 6 9 9 15 0 ; 76 71 46 29 19 11 
707 ; 6 0 6 6 6 12 3 0 ; 88 83 57 38 27 18 
708 ; 6 3 6 6 12 3 3 0 ; 96 69 47 36 26 
709 ; 6 0 3 3 9 6 6 3 15 ; 82 57 45 35 0 
710 ; 6 0 0 9 9 9 6 12 15 0 ; 95 68 54 44 6 
711 ; 6 6 12 12 9 9 12 3 0 ; 79 63 54 13 0 
712 ; 6 3 15 15 12 6 9 6 3 15 ; 91 73 65 21 6 
713 ; 6 0 15 3 6 9 6 12 15 ; 84 76 30 13 
714 ; 6 0 3 12 9 9 12 15 0 ; 96 87 40 21 0 
715 ; 6 0 15 12 6 9 12 3 0 ; 99 51 30 6 0 
716 ; 6 15 6 6 9 6 3 0 ; 63 40 12 5 0 
717 ; 6 6 3 6 9 6 3 ; 75 50 19 11 5 0 
718 ; 3 3 0 6 12 9 6 ; 88 61 27 18 11 5 
719 ; 0 0 6 15 12 9 15 ; 72 36 26 18 10 0 
720 ; 3 15 12 12 0 ; 84 46 35 26 16 5 
721 ; 0 15 12 3 15 0 ; 96 57 45 35 23 11 
722 ; 9 3 12 3 ; 69 56 45 30 18 
723 ; 6 3 12 6 ; 81 68 55 38 25 0 
724 ; 6 3 9 9 ; 94 81 66 47 33 6 
725 ; 3 6 6 12 ; 95 78 57 41 12 0 
726 ; 0 9 6 15 ; 90 67 50 18 6 0 
727 ; 9 3 ; 78 59 25 12 6 0 
728 ; 9 0 0 ; 90 68 33 19 13 6 0 
729 ; 12 3 0 ; 78 42 27 21 13 6 
730 ; 15 6 3 15 0 ; 89 51 36 30 20 12 0 
731 ; 9 6 12 3 0 ; 61 46 40 28 18 6 0 
732 ; 9 9 12 6 3 15 ; 72 57 45 37 24 13 5 
733 ; 12 12 12 10 6 12 ; 84 69 50 37 31 20 11 0 
734 ; 15 15 12 13 9 12 0 ; 95 80 56 47 39 28 18 5 
735 ; 9 12 12 3 15 ; 91 62 58 48 37 25 10 
736 ; 9 15 12 6 12 ; 69 69 57 46 33 15 
737 ; 6 9 9 12 15 0 ; 76 80 67 56 42 21 0 
738 ; 3 9 12 9 12 3 0 ; 83 92 78 67 51 28 6 
739 ; 0 9 15 9 9 3 3 ; 90 90 79 60 36 13 
740 ; 6 9 9 6 6 15 0 ; 97 92 70 45 21 0 
741 ; 3 6 6 9 9 12 3 ; 81 54 30 6 0 
742 ; 0 6 3 9 9 9 6 15 0 ; 93 63 40 13 6 0 
743 ; 6 0 12 12 6 9 12 3 0 ; 73 51 21 13 6 
744 ; 6 15 15 3 12 9 6 3 0 ; 84 63 30 20 13 
745 ; 6 0 15 6 9 3 3 15 0 ; 96 76 39 28 21 0 
746 ; 2 3 12 6 6 12 3 15 0 ; 90 49 37 30 6 
747 ; 0 15 9 9 12 6 12 3 0 ; 60 46 40 13 0 
748 ; 12 12 9 9 9 6 3 ; 72 56 51 21 5 
749 ; 15 15 9 9 6 9 6 ; 84 66 63 30 11 0 
750 ; 6 10 3 12 9 ; 97 76 75 40 18 5 
751 ; 3 13 0 15 12 15 0 ; 87 87 50 26 11 
752 ; 0 15 12 3 ; 99 99 61 34 17 
753 ; 9 6 15 ; 72 43 24 0 
754 ; 9 9 12 15 0 ; 83 53 32 5 
755 ; 9 12 9 12 3 15 ; 95 64 41 11 0 
756 ; 6 15 9 9 3 12 ; 76 51 18 6 
757 ; 3 6 9 3 9 15 0 ; 89 62 25 13 
758 ; 0 3 6 3 6 12 3 0 ; 73 32 21 0 
759 ; 0 6 4 6 9 3 3 15 ; 85 40 30 6 0 
760 ; 6 7 6 6 3 3 12 15 0 ; 97 48 39 12 6 
761 ; 6 11 6 3 6 3 12 12 3 15 ; 57 49 18 13 
762 ; 6 14 6 0 9 6 9 9 6 12 ; 66 60 24 21 0 
763 ; 3 6 12 6 6 6 9 9 15 ; 76 72 31 29 6 0 
764 ; 0 3 15 9 3 6 9 6 12 ; 87 84 38 38 13 6 
765 ; 0 9 0 3 12 6 12 15 0 ; 99 97 46 48 21 12 0 
766 ; 9 0 15 6 12 12 3 ; 54 59 30 19 6 
767 ; 12 3 12 12 6 0 ; 62 71 40 27 13 
768 ; 15 0 12 12 6 3 15 ; 71 84 51 36 21 0 
769 ; 12 9 8 6 12 15 ; 81 98 63 46 30 5 0 
770 ; 12 6 8 9 9 12 0 ; 92 76 57 40 11 6 0 
771 ; 12 3 11 12 6 9 3 15 ; 89 69 51 17 13 6 
772 ; 9 0 14 15 6 6 6 12 ; 82 63 23 21 13 0 
773 ; 9 6 6 9 9 15 0 ; 96 76 30 30 20 5 
774 ; 6 3 6 12 6 12 3 ; 89 37 40 28 11 
775 ; 6 0 3 15 3 9 3 15 ; 45 50 37 18 
776 ; 6 0 0 6 3 12 0 ; 53 60 47 25 0 
777 ; 6 6 6 12 3 15 0 ; 61 70 57 33 6 
778 ; 3 6 9 12 3 12 3 ; 70 80 67 41 13 
779 ; 0 3 9 12 6 9 3 ; 80 91 77 49 21 0 
780 ; 0 10 12 9 6 3 0 ; 91 88 57 30 6 0 
781 ; 13 12 9 6 6 3 0 ; 99 66 39 13 6 0 
782 ; 12 12 2 6 6 3 15 ; 76 49 21 13 5 
783 ; 9 15 9 9 6 12 ; 87 59 30 20 10 0 
784 ; 6 12 12 9 12 15 ; 99 70 40 28 16 6 0 
785 ; 3 15 15 9 9 12 0 ; 82 50 37 22 13 5 
786 ; 0 12 6 12 3 0 ; 95 61 46 28 21 10 0 
787 ; 15 3 12 3 3 ; 73 56 35 30 15 6 0 
788 ; 0 9 6 6 15 ; 86 67 43 39 21 13 6 
789 ; 9 9 9 12 15 0 ; 99 79 52 49 28 21 13 
790 ; 9 9 12 12 12 3 15 0 ; 91 62 60 35 30 20 
791 ; 6 12 15 12 9 4 12 3 15 ; 73 72 43 40 28 0 
792 ; 3 15 12 6 7 9 6 12 0 ; 85 85 52 51 36 6 
793 ; 0 12 3 10 9 9 12 3 15 0 ; 97 99 62 63 44 13 0 
794 ; 12 0 13 6 12 12 6 12 3 15 ; 72 76 53 21 6 0 
795 ; 12 3 15 9 9 9 6 12 ; 83 90 63 30 12 6 0 
796 ; 12 0 6 12 6 9 9 15 0 ; 94 73 40 19 12 6 0 
797 ; 12 2 15 3 9 6 12 3 15 0 ; 84 50 27 19 13 6 0 
798 ; 12 0 10 3 12 6 12 3 0 ; 96 61 36 27 21 13 6 0 
799 ; 12 13 0 12 9 9 3 3 0 ; 72 45 36 29 21 13 6 0 
800 ; 12 9 9 9 6 3 3 15 ; 84 55 46 38 30 21 13 6 
801 ; 12 6 9 6 9 3 3 12 0 ; 96 66 56 48 39 30 21 13 
802 ; 12 3 9 6 12 3 3 12 3 ; 78 66 58 49 39 30 20 
803 ; 12 0 9 6 15 3 3 9 6 15 0 ; 90 77 69 60 49 39 27 0 
804 ; 12 12 3 3 3 9 9 12 3 0 ; 89 81 72 60 49 35 6 0 
805 ; 12 15 0 3 6 9 12 12 6 3 15 ; 94 84 72 59 44 13 6 
806 ; 12 3 9 9 15 12 9 6 12 15 ; 95 85 70 54 21 13 
807 ; 9 6 9 9 9 12 9 9 12 15 ; 98 81 65 30 20 0 
808 ; 6 9 9 6 6 15 9 6 12 12 0 ; 93 76 40 27 6 0 
809 ; 3 9 9 3 6 12 3 12 9 3 15 0 ; 88 50 34 12 5 
810 ; 0 9 12 0 6 15 0 9 5 6 12 3 15 ; 99 61 42 18 11 
811 ; 12 15 6 9 2 9 9 6 12 15 ; 73 51 25 18 0 
812 ; 15 6 6 12 6 6 9 12 15 0 ; 86 61 32 25 5 
813 ; 3 6 15 3 9 6 12 12 3 0 ; 72 40 32 10 0 
814 ; 0 6 0 12 3 12 12 6 3 0 ; 84 49 39 15 5 
815 ; 6 15 0 9 9 9 6 3 15 0 ; 97 59 46 20 11 0 
816 ; 3 6 6 12 6 3 12 3 ; 70 54 25 18 5 
817 ; 0 3 3 15 9 3 9 6 0 ; 82 62 31 26 11 0 
818 ; 0 0 12 6 6 9 3 15 0 ; 94 70 37 26 17 6 
819 ; 15 6 3 12 6 12 3 ; 79 43 35 24 12 
820 ; 6 0 15 8 12 6 ; 89 50 44 31 19 
821 ; 6 8 12 9 0 ; 58 54 39 26 0 
822 ; 6 11 12 12 3 ; 66 65 48 34 6 0 
823 ; 8 14 12 15 6 0 ; 75 76 57 43 13 6 0 
824 ; 8 9 9 3 15 0 ; 85 88 67 53 21 13 5 
825 ; 11 6 12 6 12 3 0 ; 96 77 63 30 20 10 
826 ; 14 3 15 9 9 6 3 ; 88 74 40 27 16 
827 ; 0 12 6 6 6 15 0 ; 85 50 34 23 
828 ; 15 3 6 6 12 3 15 ; 97 61 42 30 0 
829 ; 0 8 6 12 3 12 ; 73 51 37 6 
830 ; 11 9 12 6 12 15 ; 86 61 44 13 0 
831 ; 14 10 12 9 12 12 ; 72 51 21 5 
832 ; 13 9 12 9 12 ; 84 59 30 11 0 
833 ; 6 15 6 12 15 0 ; 96 67 39 17 6 
834 ; 6 6 9 12 3 15 ; 75 48 23 13 
835 ; 4 3 6 9 6 12 15 0 ; 84 58 30 20 
836 ; 1 0 6 6 9 12 12 3 ; 94 69 38 28 0 
837 ; 3 3 10 12 10 6 ; 81 47 37 5 
838 ; 0 0 13 9 10 9 15 0 ; 93 56 47 11 0 
839 ; 6 7 9 12 3 0 ; 66 58 18 6 
840 ; 3 4 12 9 6 3 0 ; 77 70 26 13 
841 ; 0 1 15 9 9 6 3 0 ; 89 82 34 21 
842 ; 9 12 9 6 3 ; 95 43 29 0 
843 ; 6 15 12 9 3 0 ; 53 37 6 
844 ; 6 15 12 3 3 15 ; 63 45 13 
845 ; 3 15 4 4 12 ; 74 54 21 
846 ; 0 7 4 9 ; 86 64 29 
847 ; 10 7 6 15 ; 98 75 38 
848 ; 13 10 3 12 15 0 ; 86 48 
849 ; 13 0 12 12 3 15 ; 98 59 0 
850 ; 12 12 3 12 ; 71 6 
851 ; 9 9 3 9 ; 83 13 0 
852 ; 6 6 3 6 ; 94 20 6 
853 ; 3 3 3 6 15 0 ; 28 13 
854 ; 0 0 6 6 12 3 0 ; 37 20 0 
855 ; 6 6 12 6 3 0 ; 46 28 6 0 
856 ; 9 6 12 9 3 3 15 ; 56 36 13 6 0 
857 ; 9 3 12 12 6 3 12 ; 67 45 20 13 6 
858 ; 9 0 12 15 9 3 9 ; 78 55 28 21 13 0 
859 ; 12 9 9 3 6 ; 90 65 37 30 21 6 
860 ; 15 9 9 3 3 15 0 ; 76 47 40 29 12 
861 ; 6 9 3 0 12 3 15 ; 88 58 51 38 19 
862 ; 3 12 6 9 6 12 0 ; 69 63 48 26 0 
863 ; 0 15 8 6 9 9 3 ; 81 75 59 33 5 
864 ; 11 3 12 6 6 15 ; 93 87 71 40 11 0 
865 ; 14 0 15 3 9 12 15 0 ; 99 83 47 18 6 
866 ; 0 9 12 12 3 15 ; 95 55 25 13 
867 ; 9 12 12 6 12 15 0 ; 64 33 20 0 
868 ; 12 9 9 9 9 12 3 ; 74 42 28 6 0 
869 ; 15 6 9 12 9 9 3 ; 85 52 36 13 5 0 
870 ; 6 9 15 9 9 3 ; 97 63 44 21 11 6 
871 ; 3 6 9 6 6 0 ; 74 52 29 18 12 
872 ; 0 6 9 6 9 3 15 ; 86 60 38 26 19 
873 ; 6 9 6 12 3 12 15 ; 99 69 47 35 26 0 
874 ; 6 9 6 15 6 12 12 0 ; 79 57 45 34 6 0 
875 ; 6 6 6 9 9 12 3 15 ; 90 68 55 43 13 6 0 
876 ; 3 6 3 12 6 9 6 12 15 0 ; 80 66 53 21 13 6 
877 ; 0 6 0 15 3 6 9 9 12 3 15 0 ; 93 77 63 29 21 13 0 
878 ; 6 0 6 12 6 9 6 12 3 0 ; 89 73 38 30 21 6 
879 ; 3 6 15 3 6 9 12 3 3 15 ; 84 48 40 30 13 0 
880 ; 0 6 0 6 9 9 3 3 12 15 ; 96 59 51 39 21 6 
881 ; 3 6 12 9 6 3 9 12 ; 71 63 49 29 12 0 
882 ; 0 6 15 6 9 4 6 9 0 ; 83 76 59 38 19 5 0 
883 ; 6 3 12 7 6 9 3 0 ; 95 89 59 48 26 10 0 0 
884 ; 6 0 15 10 6 6 3 3 15 ; 69 58 34 16 6 6 0 
885 ; 6 13 6 6 3 3 12 15 ; 79 69 43 23 13 13 6 
886 ; 6 6 6 3 4 12 12 0 ; 90 80 53 31 21 21 13 
887 ; 6 6 6 4 7 12 12 3 15 0 ; 92 64 40 30 29 21 
