888 ; 6 6 3 7 7 12 12 6 12 3 15 ; 76 50 40 38 30 
889 ; 6 6 0 7 7 12 12 9 12 6 12 0 ; 89 60 51 48 40 
890 ; 6 3 7 10 9 9 12 12 9 12 3 15 0 ; 70 60 59 51 0 
891 ; 6 0 10 13 6 6 15 12 9 12 6 12 3 15 ; 80 70 71 63 5 
892 ; 3 13 3 3 9 12 9 9 9 3 12 15 ; 91 81 83 63 11 
893 ; 0 0 0 6 15 6 12 6 3 9 12 0 ; 93 95 76 18 
894 ; 3 3 15 3 6 9 9 3 15 0 ; 89 26 
895 ; 0 0 0 9 6 6 3 12 3 ; 34 0 
896 ; 12 3 6 3 9 3 15 0 ; 42 6 0 
897 ; 15 0 6 3 6 3 12 3 15 0 ; 50 13 5 
898 ; 3 3 6 3 9 6 12 3 0 ; 58 21 11 
899 ; 0 3 3 6 6 6 12 6 3 ; 67 30 18 
900 ; 6 0 9 3 6 12 9 6 0 ; 77 40 26 0 
901 ; 6 9 0 6 12 9 9 3 ; 88 51 35 5 
902 ; 6 9 9 12 12 12 6 15 ; 63 45 10 
903 ; 9 12 12 12 15 15 9 12 ; 75 56 15 0 
904 ; 12 15 15 9 12 9 0 ; 88 68 21 5 
905 ; 15 6 15 6 3 15 0 ; 80 28 11 0 
906 ; 3 3 6 12 3 ; 92 36 17 6 
907 ; 0 0 9 9 6 15 ; 44 24 13 0 
908 ; 9 6 6 12 15 ; 53 32 21 6 
909 ; 9 3 9 9 12 ; 63 41 30 13 0 
910 ; 9 0 12 9 9 15 ; 73 51 39 21 6 
911 ; 12 15 9 6 12 0 ; 83 62 48 30 13 0 
912 ; 15 6 3 9 3 15 ; 94 74 58 40 21 6 0 
913 ; 3 0 9 3 12 0 ; 87 69 51 30 13 6 0 
914 ; 0 9 6 12 3 15 ; 81 62 39 21 13 6 0 
915 ; 6 9 12 6 12 15 ; 93 74 48 30 20 13 6 
916 ; 3 12 12 6 12 15 15 ; 85 57 40 27 21 13 
917 ; 0 15 12 8 12 12 12 15 ; 97 67 50 34 30 20 0 
918 ; 12 8 9 9 12 12 15 0 ; 77 60 42 40 28 6 0 
919 ; 9 11 9 6 12 9 12 3 15 ; 88 70 51 51 36 12 6 0 
920 ; 9 14 6 3 9 9 9 6 12 15 ; 80 60 62 45 19 13 6 
921 ; 6 3 0 9 6 9 9 12 12 ; 90 70 73 55 27 21 13 0 
922 ; 6 0 6 6 6 9 12 12 0 ; 81 85 66 36 30 21 6 
923 ; 6 6 6 6 12 9 12 3 15 ; 92 98 78 46 40 29 12 0 
924 ; 3 3 3 3 15 9 12 6 12 15 0 ; 90 57 51 37 18 5 0 
925 ; 0 0 0 0 6 12 8 12 12 3 ; 69 62 46 25 11 5 0 
926 ; 3 12 8 12 12 6 15 0 ; 81 74 56 33 18 11 6 0 
927 ; 0 12 10 12 9 6 12 3 0 ; 93 87 66 41 26 18 12 5 
928 ; 12 13 12 6 6 9 3 3 0 ; 77 50 35 26 19 11 0 
929 ; 12 12 3 9 9 6 3 3 15 0 ; 89 59 45 35 27 18 6 
930 ; 12 12 0 9 9 9 3 6 12 3 15 ; 69 55 45 36 26 13 
931 ; 12 12 12 6 12 3 6 9 3 12 ; 80 65 55 46 26 21 
932 ; 12 12 15 3 15 6 6 9 3 12 ; 92 76 65 57 34 30 0 
933 ; 12 12 0 6 9 9 3 9 0 ; 87 76 69 43 39 6 0 
934 ; 12 12 6 12 6 3 6 3 0 ; 99 88 81 52 48 13 6 0 
935 ; 12 12 6 15 3 4 3 3 3 15 0 ; 93 62 58 20 13 6 
936 ; 9 12 9 0 7 0 3 3 12 3 ; 73 68 28 21 13 0 
937 ; 6 12 9 7 6 6 9 6 15 ; 85 79 37 30 21 6 0 
938 ; 2 12 9 7 6 9 6 9 12 ; 98 90 46 40 30 13 6 
939 ; 12 9 7 6 12 3 9 9 ; 56 51 40 21 13 
940 ; 12 9 10 6 15 0 9 6 0 ; 67 51 51 30 20 0 
941 ; 9 9 13 9 12 3 3 0 ; 78 63 63 40 28 6 0 
942 ; 9 12 10 15 0 4 3 15 0 ; 90 76 76 51 36 13 6 
943 ; 9 15 13 4 6 12 3 0 ; 90 90 63 44 21 12 
944 ; 6 7 9 12 3 3 0 ; 75 53 29 19 0 
945 ; 3 10 12 12 3 6 3 0 ; 87 63 38 27 5 
946 ; 0 13 15 12 6 6 6 3 0 ; 98 73 48 36 11 
947 ; 12 6 6 9 6 3 15 0 ; 84 58 45 17 0 
948 ; 12 6 6 9 6 3 12 3 ; 96 69 55 23 6 0 
949 ; 9 6 9 12 6 3 9 3 15 0 ; 80 66 30 13 5 0 
950 ; 6 9 12 15 9 6 6 3 12 3 15 0 ; 92 78 38 21 11 6 
951 ; 6 9 15 9 9 3 6 12 6 12 3 15 ; 91 47 30 18 13 0 
952 ; 6 9 9 12 0 9 12 6 12 3 12 ; 56 39 25 21 5 
953 ; 6 9 9 15 9 12 9 12 6 12 ; 65 48 33 29 11 0 
954 ; 6 9 9 10 12 12 12 9 12 15 ; 75 57 42 38 18 6 
955 ; 6 9 10 13 12 15 12 9 12 12 0 ; 86 67 51 48 26 13 0 
956 ; 3 9 13 12 12 9 12 9 3 ; 98 78 51 58 35 21 6 0 
957 ; 0 12 12 12 10 12 9 6 15 ; 90 60 68 45 30 13 5 0 
958 ; 15 12 12 13 12 6 9 12 ; 70 79 56 40 21 11 6 
959 ; 12 12 12 3 9 12 ; 80 90 68 51 30 18 13 
960 ; 12 12 12 0 12 12 ; 91 81 63 40 26 21 0 
961 ; 9 9 9 15 9 15 ; 95 76 51 35 30 6 0 
962 ; 6 9 9 6 12 0 ; 89 63 44 40 13 6 0 
963 ; 3 6 6 3 12 3 15 0 ; 75 54 51 21 13 5 
964 ; 0 3 3 0 12 6 12 3 15 ; 87 65 62 30 21 11 
965 ; 0 0 9 9 12 6 12 ; 99 77 74 40 29 18 0 
966 ; 6 12 9 9 9 ; 90 86 50 38 25 6 0 
967 ; 6 15 6 12 6 15 ; 98 61 47 33 12 5 0 
968 ; 6 6 15 3 12 15 0 ; 73 57 41 19 11 6 
969 ; 3 3 0 12 12 3 ; 85 67 50 27 18 12 0 
970 ; 0 0 12 12 3 ; 96 77 60 36 26 19 6 
971 ; 9 12 3 ; 87 71 46 35 27 13 
972 ; 9 9 3 0 ; 98 83 57 45 35 21 
973 ; 6 9 3 3 0 ; 96 69 56 43 30 
974 ; 3 9 6 6 3 15 0 ; 82 67 51 39 
975 ; 0 6 6 6 6 12 3 ; 96 79 60 49 
976 ; 3 6 8 6 9 6 0 ; 91 70 60 0 
977 ; 0 9 11 6 6 9 3 0 ; 81 72 6 
978 ; 12 14 9 3 12 6 3 15 0 ; 92 84 13 0 
979 ; 15 12 0 15 9 6 12 3 ; 97 21 6 
980 ; 15 12 9 9 6 0 ; 29 13 0 
981 ; 15 12 6 6 3 0 ; 38 20 6 0 
982 ; 15 3 9 6 3 15 ; 48 28 13 6 0 
983 ; 0 12 9 3 12 15 ; 59 37 21 13 6 
984 ; 15 9 3 9 12 0 ; 70 46 30 21 13 0 
985 ; 12 3 9 9 3 ; 81 56 40 29 20 5 
986 ; 15 3 6 9 3 15 0 ; 93 66 51 38 28 10 
987 ; 3 6 6 3 12 3 15 0 ; 77 63 48 36 15 0 
988 ; 3 6 6 3 12 6 12 3 15 ; 89 75 59 44 21 5 0 
989 ; 3 3 3 3 9 9 12 6 12 15 0 ; 87 71 53 28 11 5 0 
990 ; 6 0 0 3 6 12 9 9 12 12 3 0 ; 98 82 63 36 17 11 5 0 
991 ; 9 4 3 15 9 9 12 12 3 3 ; 94 74 44 24 18 11 6 
992 ; 9 7 0 9 12 9 12 6 3 0 ; 86 53 32 26 18 13 
993 ; 12 7 9 15 9 12 9 3 3 ; 99 63 41 35 26 21 0 
994 ; 15 10 9 6 12 9 3 3 15 ; 73 51 45 34 30 6 
995 ; 13 9 3 12 12 6 6 12 15 0 ; 83 62 56 43 30 12 
996 ; 6 0 12 15 9 6 9 12 3 0 ; 94 74 68 53 40 18 0 
997 ; 6 12 12 9 6 12 3 3 15 0 ; 86 81 63 51 25 6 0 
998 ; 6 12 15 12 3 12 4 3 12 3 0 ; 98 95 73 63 33 12 6 
999 ; 6 12 15 0 12 7 3 9 3 3 15 ; 83 76 42 18 13 
1000 ; 3 9 9 7 3 9 3 3 12 ; 94 90 52 25 21 
